,_version_,content,content_raw,id,like,name,profile_image,retweet_count,time,tweet_image,category
954,1.56065E+18,Trump Order Will Aim to Roll Back a Clean Water Rule https://t.co/9WU6Xpf3sr,Trump Order Will Aim to Roll Back a Clean Water Rule https://t.co/9WU6Xpf3sr,8.36428E+17,403,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[669],2017-02-28T04:10:02Z,no image,
437,1.56065E+18,"StarHub adds new controls to Web filtering tools for home broadband, mobile lines https://t.co/tRLBp767wP https://t.co/UAajYvbPS3","StarHub adds new controls to Web filtering tools for home broadband, mobile lines https://t.co/tRLBp767wP https://t.co/UAajYvbPS3",8.36759E+17,3,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-03-01T02:05:34Z,no image,
951,1.56065E+18,Fox News distanced itself from a guest falsely identified as a ?€?Swedish defense and national security adviser?€? https://t.co/jLTtqLn9qm,Fox News distanced itself from a guest falsely identified as a ?€?Swedish defense and national security adviser?€? https://t.co/jLTtqLn9qm,8.36437E+17,791,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[496],2017-02-28T04:46:06Z,no image,
364,1.56065E+18,Breaking: South Korean prosecutors indict Samsung de facto leader Lee Jae-yong on bribery charges https://t.co/dkYSgwSeyB,Breaking: South Korean prosecutors indict Samsung de facto leader Lee Jae-yong on bribery charges https://t.co/dkYSgwSeyB,8.36451E+17,42,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[46],2017-02-28T05:42:23Z,no image,
229,1.56065E+18,"'The money is pouring in,' Trump says of allies meeting their 'financial obligations' -- watch live: https://t.co/DIxncwaSDP","'The money is pouring in,' Trump says of allies meeting their 'financial obligations' -- watch live: https://t.co/DIxncwaSDP",8.36774E+17,142,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[52],2017-03-01T03:04:42Z,no image,
37,1.56065E+18,"Trump: ""We all salute the same great American flag. And we all are made by the same God."" https://t.co/XzCLZsKGE1 https://t.co/YyVLv7XfQk","Trump: ""We all salute the same great American flag. And we all are made by the same God."" https://t.co/XzCLZsKGE1 https://t.co/YyVLv7XfQk",8.36777E+17,801,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[230],2017-03-01T03:15:06Z,no image,
965,1.56065E+18,"George W. Bush said ""we all need answers"" on reported contacts between Russian officials and Trump associates https://t.co/j0bCojxFvE","George W. Bush said ""we all need answers"" on reported contacts between Russian officials and Trump associates https://t.co/j0bCojxFvE",8.36396E+17,4865,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[1900],2017-02-28T02:01:07Z,no image,
374,1.56065E+18,"Paul Tudor Jones?€? new hedge fund pitch: low, low prices
https://t.co/MQVECLispd https://t.co/7N8STvz3kL","Paul Tudor Jones?€? new hedge fund pitch: low, low prices
https://t.co/MQVECLispd https://t.co/7N8STvz3kL",8.36421E+17,44,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[20],2017-02-28T03:40:10Z,no image,
469,1.56065E+18,Policy details and tone will be key in Donald Trump's speech to #Congress https://t.co/J1cYO2KIMq https://t.co/lxVYgshF03,Policy details and tone will be key in Donald Trump's speech to #Congress https://t.co/J1cYO2KIMq https://t.co/lxVYgshF03,8.3668E+17,2,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T20:49:42Z,no image,
967,1.56065E+18,A desperate last-ditch effort in Mexico to save vaquita porpoises. No more than 30 are left. https://t.co/34EHlB8QG7 https://t.co/14OK2KPVD1,A desperate last-ditch effort in Mexico to save vaquita porpoises. No more than 30 are left. https://t.co/34EHlB8QG7 https://t.co/14OK2KPVD1,8.36388E+17,782,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[781],2017-02-28T01:31:04Z,no image,
850,1.56065E+18,The Metropolitan Museum's leader has resigned. He faced internal criticism as his ambitious agenda gave way to cuts. https://t.co/CcYGmyF01r,The Metropolitan Museum's leader has resigned. He faced internal criticism as his ambitious agenda gave way to cuts. https://t.co/CcYGmyF01r,8.3672E+17,139,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[125],2017-02-28T23:31:06Z,no image,
704,1.56065E+18,Rio carnival marred by fresh accident as float collapses https://t.co/GsHuoXMBJ2,Rio carnival marred by fresh accident as float collapses https://t.co/GsHuoXMBJ2,8.36535E+17,100,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[64],2017-02-28T11:12:21Z,no image,
841,1.56065E+18,Evening Briefing: Here's what you need to know at the end of the day https://t.co/wHbYFgATjA https://t.co/6L3hnkASD9,Evening Briefing: Here's what you need to know at the end of the day https://t.co/wHbYFgATjA https://t.co/6L3hnkASD9,8.36751E+17,77,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[34],2017-03-01T01:31:05Z,no image,
194,1.56065E+18,"Pres. Trump on healthcare: ""It's an unbelievably complex subject. Nobody knew health care could be so complicated.""?€? https://t.co/eAxB7ZakaG","Pres. Trump on healthcare: ""It's an unbelievably complex subject. Nobody knew health care could be so complicated.""?€? https://t.co/eAxB7ZakaG",8.36543E+17,466,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[295],2017-02-28T11:46:01Z,no image,
854,1.56065E+18,"Trump signals a drastic shift, saying he's open to plan to grant legal status to millions of undocumented immigrants https://t.co/chBF6GTdkj","Trump signals a drastic shift, saying he's open to plan to grant legal status to millions of undocumented immigrants https://t.co/chBF6GTdkj",8.3671E+17,940,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[812],2017-02-28T22:49:08Z,no image,
864,1.56065E+18,"In a stunning jolt to the cultural world, Thomas P. Campbell resigned as chief executive of the Metropolitan Museum https://t.co/NjO4RlmM0K","In a stunning jolt to the cultural world, Thomas P. Campbell resigned as chief executive of the Metropolitan Museum https://t.co/NjO4RlmM0K",8.36686E+17,121,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[124],2017-02-28T21:15:10Z,no image,
503,1.56065E+18,RT @STsportsdesk: Formula One (@F1): @alo_oficial upset by @McLarenF1 let down. #F1Testing #SV2 See https://t.co/fwZxpqSrwP https://t.co/5n?€?,RT @STsportsdesk: Formula One (@F1): @alo_oficial upset by @McLarenF1 let down. #F1Testing #SV2 See https://t.co/fwZxpqSrwP https://t.co/5n?€?,8.36539E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T11:28:23Z,https://pbs.twimg.com/media/C5v1qkhVUAAlUyw.jpg,
969,1.56065E+18,SpaceX plans to send 2 tourists around the moon and back in 2018 https://t.co/DoSUS0Sj4i,SpaceX plans to send 2 tourists around the moon and back in 2018 https://t.co/DoSUS0Sj4i,8.36381E+17,808,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[410],2017-02-28T01:01:06Z,no image,
830,1.56065E+18,"RT @tackettdc: Fact check: Technology is the primary reason for the decline of factory work, not NAFTA. https://t.co/atzpsdP9J7","RT @tackettdc: Fact check: Technology is the primary reason for the decline of factory work, not NAFTA. https://t.co/atzpsdP9J7",8.36775E+17,0,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[1506],2017-03-01T03:09:04Z,no image,
579,1.56065E+18,"RT @singapolitics: Child care centres, kindergartens will be collectively regulated as ?€?early childhood development centres?€? under a common?€?","RT @singapolitics: Child care centres, kindergartens will be collectively regulated as ?€?early childhood development centres?€? under a common?€?",8.36447E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[9],2017-02-28T05:23:30Z,no image,
968,1.56065E+18,Here's a full list of the 2017 Oscar winners https://t.co/pk5K6m5nGt,Here's a full list of the 2017 Oscar winners https://t.co/pk5K6m5nGt,8.36384E+17,215,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[117],2017-02-28T01:16:06Z,no image,
162,1.56065E+18,Live coverage of President Trump?€?s first address to Congress begins tonight at 8p ET #TrumpAddress?€? https://t.co/JA9AGNK1gF,Live coverage of President Trump?€?s first address to Congress begins tonight at 8p ET #TrumpAddress?€? https://t.co/JA9AGNK1gF,8.36618E+17,185,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[104],2017-02-28T16:45:01Z,no image,
908,1.56065E+18,"After the Oscars mistake, PwC had a major brand crisis on its hands https://t.co/BaJE5f6rYF","After the Oscars mistake, PwC had a major brand crisis on its hands https://t.co/BaJE5f6rYF",8.36567E+17,220,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[127],2017-02-28T13:20:09Z,no image,
152,1.56065E+18,A gun was accidentally fired as French President Fran??ois Hollande was giving a speech in western France Tuesday https://t.co/cU3r0oC940,A gun was accidentally fired as French President Fran??ois Hollande was giving a speech in western France Tuesday https://t.co/cU3r0oC940,8.36644E+17,144,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[129],2017-02-28T18:25:31Z,no image,
801,1.56065E+18,Here?€?s how Mar-a-Lago and Camp David stack up https://t.co/AK0VQ0agFL,Here?€?s how Mar-a-Lago and Camp David stack up https://t.co/AK0VQ0agFL,8.36847E+17,36,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[24],2017-03-01T07:52:59Z,no image,
993,1.56065E+18,PricewaterhouseCoopers made such an enormous mistake at such a pivotal moment during the Oscars https://t.co/osxeRxp8Le,PricewaterhouseCoopers made such an enormous mistake at such a pivotal moment during the Oscars https://t.co/osxeRxp8Le,8.36301E+17,401,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[260],2017-02-27T19:46:03Z,no image,
755,1.56065E+18,'Hundreds' of US Jewish graves attacked in Philadelphia https://t.co/VscKkPdEyZ,'Hundreds' of US Jewish graves attacked in Philadelphia https://t.co/VscKkPdEyZ,8.36263E+17,146,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[251],2017-02-27T17:13:57Z,no image,
111,1.56065E+18,Hershey's has some bitter news: It's cutting its global workforce by about 15% https://t.co/H7U84QNeBm https://t.co/bhnYNGHKJv,Hershey's has some bitter news: It's cutting its global workforce by about 15% https://t.co/H7U84QNeBm https://t.co/bhnYNGHKJv,8.36722E+17,144,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[135],2017-02-28T23:36:01Z,no image,
226,1.56065E+18,What your BMW has in common with Netflix #WSJCIO (fixes previous tweet with misspelling) https://t.co/QdrIKLdoT2,What your BMW has in common with Netflix #WSJCIO (fixes previous tweet with misspelling) https://t.co/QdrIKLdoT2,8.36777E+17,46,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[21],2017-03-01T03:16:08Z,no image,
688,1.56065E+18,What the devil is going on in Argentina? ???? https://t.co/PfiYevLirc,What the devil is going on in Argentina? ???? https://t.co/PfiYevLirc,8.36594E+17,952,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[551],2017-02-28T15:07:27Z,no image,
103,1.56065E+18,@tornadodavewx may we have permission to feature your photo? Verify here: https://t.co/aD7WC06qQ6,@tornadodavewx may we have permission to feature your photo? Verify here: https://t.co/aD7WC06qQ6,8.36732E+17,1,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[0],2017-03-01T00:16:12Z,no image,
421,1.56065E+18,"Sino-Singapore ties on the mend: Chinese media 
https://t.co/uC66bbbkWX https://t.co/wTDxnSvgdk","Sino-Singapore ties on the mend: Chinese media 
https://t.co/uC66bbbkWX https://t.co/wTDxnSvgdk",8.36803E+17,6,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[0],2017-03-01T05:01:00Z,no image,
419,1.56065E+18,PM Lee Hsien Loong on BBC's HARDTalk: Singapore's position will become tougher if US-China tensions rise?€? https://t.co/qEX6ATuhpM,PM Lee Hsien Loong on BBC's HARDTalk: Singapore's position will become tougher if US-China tensions rise?€? https://t.co/qEX6ATuhpM,8.36806E+17,11,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[7],2017-03-01T05:11:34Z,no image,
750,1.56065E+18,Reykjavik time-lapse captures overnight snowfall https://t.co/horINIP1Qg,Reykjavik time-lapse captures overnight snowfall https://t.co/horINIP1Qg,8.36289E+17,529,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[265],2017-02-27T18:56:23Z,no image,
586,1.56065E+18,RT @singapolitics: Chris de Souza: Bill will improve Singapore's position as an intellectual property hub,RT @singapolitics: Chris de Souza: Bill will improve Singapore's position as an intellectual property hub,8.36439E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T04:51:18Z,no image,
780,1.56065E+18,France election: Le Pen's FN funding scandal deepens https://t.co/Fxgr86ZLgc,France election: Le Pen's FN funding scandal deepens https://t.co/Fxgr86ZLgc,8.36172E+17,191,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[194],2017-02-27T11:10:34Z,no image,
672,1.56065E+18,Ambassador: 'Tunisia is safe' https://t.co/LTYaUFZp9v,Ambassador: 'Tunisia is safe' https://t.co/LTYaUFZp9v,8.36631E+17,69,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[34],2017-02-28T17:36:48Z,no image,
119,1.56065E+18,@AlexisRuger may we have permission to feature your photo? Verify here: https://t.co/t0MvumEf8W,@AlexisRuger may we have permission to feature your photo? Verify here: https://t.co/t0MvumEf8W,8.36714E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[0],2017-02-28T23:04:21Z,no image,
53,1.56065E+18,President Trump's #JointAddress call for Congress to repeal and replace Obamacare gets both applause and thumbs-down https://t.co/Obm3axItzj,President Trump's #JointAddress call for Congress to repeal and replace Obamacare gets both applause and thumbs-down https://t.co/Obm3axItzj,8.36768E+17,308,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[161],2017-03-01T02:42:01Z,no image,
151,1.56065E+18,"New FCC chairman says ""it has become evident that the FCC made a mistake"" with net neutrality https://t.co/jzBa954jr3","New FCC chairman says ""it has become evident that the FCC made a mistake"" with net neutrality https://t.co/jzBa954jr3",8.36646E+17,155,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[160],2017-02-28T18:35:00Z,no image,
403,1.56065E+18,"South Korea, US forces begin joint military drills https://t.co/S4rU8nwjEF https://t.co/drldEuMkVD","South Korea, US forces begin joint military drills https://t.co/S4rU8nwjEF https://t.co/drldEuMkVD",8.36835E+17,5,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[3],2017-03-01T07:08:25Z,no image,
945,1.56065E+18,Ruling Favors Jackie Evancho?€?s Transgender Sister in Bathroom Case https://t.co/OA7wpn2LsI,Ruling Favors Jackie Evancho?€?s Transgender Sister in Bathroom Case https://t.co/OA7wpn2LsI,8.36455E+17,502,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[171],2017-02-28T05:56:14Z,no image,
207,1.56065E+18,"French cop accidentally shoots gun during Hollande speech
https://t.co/whB7czPAw5","French cop accidentally shoots gun during Hollande speech
https://t.co/whB7czPAw5",8.36833E+17,17,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[20],2017-03-01T07:00:06Z,no image,
658,1.56065E+18,Owl and husky puppy are the best friends https://t.co/OgVH982sRl,Owl and husky puppy are the best friends https://t.co/OgVH982sRl,8.36704E+17,689,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[258],2017-02-28T22:26:10Z,no image,
843,1.56065E+18,"Jimmy Kimmel explained the Warren Beatty-Faye Dunaway envelope fiasco this way: ?€?Clyde threw Bonnie under the bus"" https://t.co/P8OUYyQVAh","Jimmy Kimmel explained the Warren Beatty-Faye Dunaway envelope fiasco this way: ?€?Clyde threw Bonnie under the bus"" https://t.co/P8OUYyQVAh",8.36743E+17,458,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[144],2017-03-01T01:01:04Z,no image,
762,1.56065E+18,Trump lays out hike in military spending https://t.co/bQFWOAu7oq,Trump lays out hike in military spending https://t.co/bQFWOAu7oq,8.36242E+17,136,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[75],2017-02-27T15:48:47Z,no image,
8,1.56065E+18,"Are 94 million Americans out of work, as President Trump says? Here's the real deal on that stat.?€? https://t.co/E9YyJddgHw","Are 94 million Americans out of work, as President Trump says? Here's the real deal on that stat.?€? https://t.co/E9YyJddgHw",8.36811E+17,309,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[249],2017-03-01T05:31:00Z,no image,
807,1.56065E+18,"Trump Offers ?€?Miracles,?€? but Few Details on How to Achieve Them https://t.co/cg9ekEjDXc","Trump Offers ?€?Miracles,?€? but Few Details on How to Achieve Them https://t.co/cg9ekEjDXc",8.36827E+17,474,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[269],2017-03-01T06:36:35Z,no image,
36,1.56065E+18,"President Trump: ""From now on America will be empowered by our aspirations, not burdened by our fears"" #JointAddress https://t.co/VowFA0ciZ2","President Trump: ""From now on America will be empowered by our aspirations, not burdened by our fears"" #JointAddress https://t.co/VowFA0ciZ2",8.36777E+17,533,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[144],2017-03-01T03:17:16Z,no image,
452,1.56065E+18,RT @stbusinessdesk: London will continue attracting the super-rich even as Brexit bites https://t.co/5yX0FnwJWC https://t.co/P5Ta97lS16,RT @stbusinessdesk: London will continue attracting the super-rich even as Brexit bites https://t.co/5yX0FnwJWC https://t.co/P5Ta97lS16,8.3674E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[4],2017-03-01T00:48:21Z,https://pbs.twimg.com/media/C5yxm2fUwAAXTG9.jpg,
651,1.56065E+18,"RT @BBCNewsAus: Radicalised Australians are getting ""increasingly younger"", spy chief warns.

https://t.co/bJ2CuzSaJ7","RT @BBCNewsAus: Radicalised Australians are getting ""increasingly younger"", spy chief warns.

https://t.co/bJ2CuzSaJ7",8.36747E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[22],2017-03-01T01:18:26Z,no image,
253,1.56065E+18,Ain?€?t no party like a no-smartphone party https://t.co/NNLuvEtnPe,Ain?€?t no party like a no-smartphone party https://t.co/NNLuvEtnPe,8.36737E+17,64,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[53],2017-03-01T00:35:05Z,no image,
303,1.56065E+18,"K.C. and the Sunshine Band's ""Get Down Tonight"" helped actress Jennifer Beals through labor in 2005 https://t.co/pi6BnG5d0V","K.C. and the Sunshine Band's ""Get Down Tonight"" helped actress Jennifer Beals through labor in 2005 https://t.co/pi6BnG5d0V",8.36633E+17,50,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[12],2017-02-28T17:43:35Z,no image,
746,1.56065E+18,'Hundreds' of US Jewish graves attacked in Philadelphia https://t.co/e4TvlkqQKs,'Hundreds' of US Jewish graves attacked in Philadelphia https://t.co/e4TvlkqQKs,8.36337E+17,213,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[322],2017-02-27T22:07:32Z,no image,
571,1.56065E+18,RT @singapolitics: Lee Bee Wah calls for MOE kindergartens to be also put under regulatory framework of Early Childhood Development Agency,RT @singapolitics: Lee Bee Wah calls for MOE kindergartens to be also put under regulatory framework of Early Childhood Development Agency,8.3646E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-02-28T06:17:10Z,no image,
623,1.56065E+18,Trump: #Obamacare is collapsing... and we must act decisively to protect all Americans https://t.co/nIl8iuy7rE?€? https://t.co/UYfTOvFNaW,Trump: #Obamacare is collapsing... and we must act decisively to protect all Americans https://t.co/nIl8iuy7rE?€? https://t.co/UYfTOvFNaW,8.3677E+17,209,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[83],2017-03-01T02:47:36Z,no image,
732,1.56065E+18,'They escorted me as if I were a terrorist' https://t.co/zB5XUIZqh0,'They escorted me as if I were a terrorist' https://t.co/zB5XUIZqh0,8.36392E+17,154,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[150],2017-02-28T01:44:37Z,no image,
891,1.56065E+18,"President Trump grades his presidency so far
https://t.co/yInLaajulQ https://t.co/WjpnGes7VW","President Trump grades his presidency so far
https://t.co/yInLaajulQ https://t.co/WjpnGes7VW",8.36615E+17,287,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[188],2017-02-28T16:30:20Z,no image,
262,1.56065E+18,"What does it take to keep millennials happy at work? Lori Goler, Juliet de Baubigny share their insights at #WSJCIO?€? https://t.co/xln5aqODhR","What does it take to keep millennials happy at work? Lori Goler, Juliet de Baubigny share their insights at #WSJCIO?€? https://t.co/xln5aqODhR",8.36718E+17,45,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[46],2017-02-28T23:20:02Z,no image,
610,1.56065E+18,"At the #JointSession Trump says ""The time for small thinking is over, the time for trivial fights is behind us""?€? https://t.co/TYSROBefG8","At the #JointSession Trump says ""The time for small thinking is over, the time for trivial fights is behind us""?€? https://t.co/TYSROBefG8",8.36781E+17,345,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[108],2017-03-01T03:30:22Z,no image,
297,1.56065E+18,"The owners of London?€?s ?€?Cheesegrater?€? skyscraper are close to selling the iconic building 
https://t.co/Wn5qE7dZw5","The owners of London?€?s ?€?Cheesegrater?€? skyscraper are close to selling the iconic building 
https://t.co/Wn5qE7dZw5",8.36655E+17,26,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[16],2017-02-28T19:10:28Z,no image,
414,1.56065E+18,RT @STsportsdesk: #NBA: @okcthunder's @russwest44 rings up 30th triple-double of the season https://t.co/3LPpYG7yAp #okcthunder #RussellWes?€?,RT @STsportsdesk: #NBA: @okcthunder's @russwest44 rings up 30th triple-double of the season https://t.co/3LPpYG7yAp #okcthunder #RussellWes?€?,8.36819E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-03-01T06:04:32Z,no image,
150,1.56065E+18,The 130-year-old Harvard Law Review has elected its first black woman president https://t.co/gRsnJL1ivJ,The 130-year-old Harvard Law Review has elected its first black woman president https://t.co/gRsnJL1ivJ,8.36648E+17,4235,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[1454],2017-02-28T18:42:00Z,no image,
788,1.56065E+18,Kiribati rejects Russian's 'Romanov revival' plan https://t.co/nVy4X7jNit,Kiribati rejects Russian's 'Romanov revival' plan https://t.co/nVy4X7jNit,8.36145E+17,112,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[65],2017-02-27T09:25:51Z,no image,
640,1.56065E+18,".@realDonaldTrump: ""We must put citizens first. Only then can we truly make America great again."" 

 #JointAddress?€? https://t.co/HqXJfsELZH",".@realDonaldTrump: ""We must put citizens first. Only then can we truly make America great again."" 

 #JointAddress?€? https://t.co/HqXJfsELZH",8.36763E+17,115,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[40],2017-03-01T02:18:38Z,no image,
889,1.56065E+18,RT @nytgraphics: President Trump has the lowest approval of any president since Eisenhower https://t.co/MVKya5Xl0T (1/3) https://t.co/WABFd?€?,RT @nytgraphics: President Trump has the lowest approval of any president since Eisenhower https://t.co/MVKya5Xl0T (1/3) https://t.co/WABFd?€?,8.3662E+17,0,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[1572],2017-02-28T16:51:02Z,https://pbs.twimg.com/media/C5wyuFtXMAA2Mex.jpg,
550,1.56065E+18,"RT @singapolitics: Liang Eng Hwa: from a data standpoint, we are not seeing the sort of sharp contraction similar to what we saw in recent?€?","RT @singapolitics: Liang Eng Hwa: from a data standpoint, we are not seeing the sort of sharp contraction similar to what we saw in recent?€?",8.36489E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T08:11:15Z,no image,
886,1.56065E+18,Question: What are the overall prospects for the deep domestic spending cuts proposed in the Trump budget??€? https://t.co/9ZOToKZj7n,Question: What are the overall prospects for the deep domestic spending cuts proposed in the Trump budget??€? https://t.co/9ZOToKZj7n,8.36626E+17,186,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[114],2017-02-28T17:14:16Z,no image,
488,1.56065E+18,"#Pakistani ex-military leader Musharraf begins TV career as analyst

https://t.co/Tiz191r1Y5 https://t.co/T4cowTXOQN","#Pakistani ex-military leader Musharraf begins TV career as analyst

https://t.co/Tiz191r1Y5 https://t.co/T4cowTXOQN",8.3657E+17,2,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T13:34:47Z,no image,
147,1.56065E+18,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/TEo7F0Ki3p https://t.co/1nRB2Gy5sX,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/TEo7F0Ki3p https://t.co/1nRB2Gy5sX,8.36655E+17,303,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[155],2017-02-28T19:10:01Z,no image,
146,1.56065E+18,Georgia couple who belonged to Confederate-flag-waving group gets prison for racist threats at kid's birthday party?€? https://t.co/jW5AKPrX2E,Georgia couple who belonged to Confederate-flag-waving group gets prison for racist threats at kid's birthday party?€? https://t.co/jW5AKPrX2E,8.36657E+17,2333,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[863],2017-02-28T19:20:54Z,no image,
720,1.56065E+18,Samsung heir Lee Jae-yong to be indicted on bribery charges https://t.co/GIz7FS9GAd,Samsung heir Lee Jae-yong to be indicted on bribery charges https://t.co/GIz7FS9GAd,8.36476E+17,120,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[113],2017-02-28T07:18:10Z,no image,
931,1.56065E+18,"George W. Bush said ""we all need answers"" on reported contacts between Russian officials and Trump associates https://t.co/khZXeSCgea","George W. Bush said ""we all need answers"" on reported contacts between Russian officials and Trump associates https://t.co/khZXeSCgea",8.36501E+17,1404,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[515],2017-02-28T09:01:04Z,no image,
